Income;Age;Sex;Region;Employment;Retailer
£20000-£29999;35-44;Male;London;Retired;Apple
£30000-£39999;55+;Male;North-East;Permanent-Full-time-Employment;Apple
£40000-£49999;45-54;Male;London;Unable-to-Work;Apple
£20000-£29999;18-24;Male;West-Midlands;Retired;Apple
£30000-£39999;25-34;Male;Yorkshire;Retired;Apple
£40000-£49999;18-24;Male;North West;Temporary Work;Apple
£10000-£14999;18-24;Female;North West;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Female;Scotland;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Male;North West;Self-employed-.-Freelance;Apple
£20000-£29999;18-24;Male;South East;Retired;Apple
£20000-£29999;18-24;Female;Scotland;Retired;Apple
£40000-£49999;35-44;Female;South East;Self-employed-.-Freelance;Apple
£20000-£29999;55+;Male;London;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;Northern-Ireland;Self-employed-.-Freelance;Apple
£15000-£19999;25-34;Female;North West;Permanent-Part-time-Employment;Apple
<£10000;18-24;Male;South East;Retired;Apple
£70000-£99999;35-44;Male;East;Permanent-Part-time-Employment;Apple
£20000-£29999;45-54;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£20000-£29999;45-54;Female;West-Midlands;Retired;Apple
<£10000;55+;Female;South East;House-Wife-Or;Apple
£20000-£29999;18-24;Female;London;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Female;East Midlands;Retired;Apple
£10000-£14999;25-34;Male;South East;Permanent-Part-time-Employment;Apple
£10000-£14999;35-44;Female;London;Retired;Apple
£20000-£29999;25-34;Female;South-West;Student-Or-Internship;Apple
<£10000;45-54;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;North West;Retired;Apple
<£10000;25-34;Male;East;Unable-to-Work;Apple
£15000-£19999;18-24;Male;South East;House-Wife-Or;Apple
£10000-£14999;25-34;Male;London;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;South-West;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Female;Scotland;Permanent-Part-time-Employment;Apple
£70000-£99999;45-54;Male;East;House-Wife-Or;Apple
£40000-£49999;55+;Female;South East;Retired;Apple
<£10000;35-44;Male;East Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;East;Permanent-Full-time-Employment;Apple
<£10000;25-34;Male;South East;Student-Or-Internship;Apple
£15000-£19999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;London;Retired;Apple
<£10000;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Female;East;Without-Work;Apple
£15000-£19999;45-54;Female;North West;Self-employed-.-Freelance;Apple
£15000-£19999;55+;Male;North West;Retired;Apple
£15000-£19999;35-44;Male;South East;Retired;Apple
£30000-£39999;55+;Male;South East;Retired;Apple
£10000-£14999;18-24;Female;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;North West;Retired;Apple
£20000-£29999;55+;Female;East Midlands;Self-employed-.-Freelance;Apple
£20000-£29999;55+;Male;South East;Retired;Apple
£70000-£99999;45-54;Female;North West;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;West-Midlands;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;London;Without-Work;Apple
£15000-£19999;18-24;Female;South East;Self-employed-.-Freelance;Apple
£30000-£39999;18-24;Female;London;Self-employed-.-Freelance;Apple
£30000-£39999;45-54;Female;London;Retired;Apple
<£10000;35-44;Male;South-West;Without-Work;Apple
£40000-£49999;55+;Female;Scotland;Retired;Apple
£20000-£29999;25-34;Male;South East;Student-Or-Internship;Apple
£15000-£19999;18-24;Female;Scotland;Without-Work;Apple
£15000-£19999;35-44;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;Scotland;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;London;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;London;Temporary Work;Apple
£10000-£14999;45-54;Male;North West;Permanent-Part-time-Employment;Apple
£15000-£19999;25-34;Male;North West;Retired;Apple
<£10000;45-54;Female;East Midlands;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Male;South-West;Student-Or-Internship;Apple
£30000-£39999;55+;Male;South-West;Retired;Apple
£15000-£19999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Male;Scotland;Unpaid-Employment;Apple
£10000-£14999;18-24;Female;East;Retired;Apple
£40000-£49999;18-24;Female;West-Midlands;Permanent-Part-time-Employment;Apple
£15000-£19999;25-34;Male;London;Permanent-Full-time-Employment;Apple
£15000-£19999;35-44;Male;Scotland;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Female;South East;Unable-to-Work;Apple
£30000-£39999;55+;Male;South East;House-Wife-Or;Apple
£40000-£49999;25-34;Male;South-West;Self-employed-.-Freelance;Apple
£30000-£39999;25-34;Female;East Midlands;Unable-to-Work;Apple
£30000-£39999;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Female;East Midlands;Retired;Apple
<£10000;55+;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;North West;Unpaid-Employment;Apple
£10000-£14999;18-24;Female;Yorkshire;Unpaid-Employment;Apple
£10000-£14999;25-34;Female;Scotland;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;South East;Retired;Apple
£10000-£14999;35-44;Female;North West;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Female;North West;Retired;Apple
£20000-£29999;25-34;Male;South-West;Student-Or-Internship;Apple
£20000-£29999;45-54;Female;East;Permanent-Full-time-Employment;Apple
£15000-£19999;18-24;Male;London;Retired;Apple
£15000-£19999;55+;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Male;South East;Self-employed-.-Freelance;Apple
<£10000;25-34;Female;North-East;Without-Work;Apple
£15000-£19999;35-44;Male;East;Retired;Apple
£20000-£29999;18-24;Female;North West;Retired;Apple
£30000-£39999;18-24;Male;Scotland;Retired;Apple
<£10000;45-54;Male;South-West;Permanent-Full-time-Employment;Apple
£50000-£59999;45-54;Female;East Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;North West;Retired;Apple
£15000-£19999;25-34;Female;South-West;Retired;Apple
£30000-£39999;25-34;Male;London;Self-employed-.-Freelance;Apple
<£10000;55+;Female;London;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;Scotland;Self-employed-.-Freelance;Apple
£20000-£29999;55+;Female;Scotland;Without-Work;Apple
£10000-£14999;35-44;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£30000-£39999;55+;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;South-West;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Female;South East;Without-Work;Apple
£30000-£39999;18-24;Male;Yorkshire;Unable-to-Work;Apple
£20000-£29999;25-34;Female;North West;Permanent-Full-time-Employment;Apple
£15000-£19999;55+;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£60000-£69999;35-44;Male;South East;Retired;Apple
£20000-£29999;18-24;Male;East Midlands;Student-Or-Internship;Apple
<£10000;18-24;Female;Northern-Ireland;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Male;West-Midlands;Permanent-Part-time-Employment;Apple
<£10000;45-54;Male;Scotland;Self-employed-.-Freelance;Apple
£30000-£39999;45-54;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Male;Wales;Without-Work;Apple
£10000-£14999;25-34;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;East Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;London;Without-Work;Apple
£20000-£29999;55+;Male;South East;Permanent-Full-time-Employment;Apple
<£10000;35-44;Female;East;Student-Or-Internship;Apple
£30000-£39999;25-34;Male;Yorkshire;Unpaid-Employment;Apple
£50000-£59999;18-24;Male;Wales;House-Wife-Or;Apple
£30000-£39999;35-44;Male;South-West;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;Yorkshire;Permanent-Full-time-Employment;Apple
<£10000;45-54;Female;London;House-Wife-Or;Apple
£40000-£49999;18-24;Male;East Midlands;Permanent-Part-time-Employment;Apple
£70000-£99999;55+;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£50000-£59999;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Male;South-West;Retired;Apple
£20000-£29999;18-24;Male;East Midlands;Permanent-Part-time-Employment;Apple
£10000-£14999;45-54;Male;South-West;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Male;South-West;Self-employed-.-Freelance;Apple
<£10000;18-24;Male;London;Permanent-Full-time-Employment;Apple
£40000-£49999;45-54;Female;North West;Student-Or-Internship;Apple
£30000-£39999;35-44;Female;North West;Without-Work;Apple
£10000-£14999;45-54;Male;London;Permanent-Part-time-Employment;Apple
<£10000;45-54;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;London;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;Yorkshire;Retired;Apple
<£10000;25-34;Male;Scotland;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;West-Midlands;Self-employed-.-Freelance;Apple
£40000-£49999;45-54;Male;Northern-Ireland;Without-Work;Apple
<£10000;25-34;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;Scotland;Permanent-Full-time-Employment;Apple
£30000-£39999;25-34;Female;South East;Retired;Apple
£20000-£29999;18-24;Male;Yorkshire;Without-Work;Apple
£10000-£14999;55+;Female;East Midlands;Unpaid-Employment;Apple
£30000-£39999;25-34;Female;North West;Retired;Apple
£15000-£19999;55+;Male;Scotland;Student-Or-Internship;Apple
£10000-£14999;35-44;Female;East Midlands;Retired;Apple
£30000-£39999;45-54;Male;North-East;Self-employed-.-Freelance;Apple
<£10000;45-54;Male;North West;Self-employed-.-Freelance;Apple
<£10000;18-24;Female;London;Permanent-Full-time-Employment;Apple
<£10000;35-44;Male;London;Permanent-Full-time-Employment;Apple
£30000-£39999;55+;Female;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Male;London;Retired;Apple
£30000-£39999;18-24;Female;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;South East;House-Wife-Or;Apple
<£10000;25-34;Male;South East;Retired;Apple
<£10000;18-24;Female;West-Midlands;Self-employed-.-Freelance;Apple
£10000-£14999;45-54;Male;Scotland;Unpaid-Employment;Apple
£30000-£39999;45-54;Male;North-East;Retired;Apple
<£10000;25-34;Female;Wales;Retired;Apple
£20000-£29999;45-54;Female;West-Midlands;Without-Work;Apple
<£10000;18-24;Male;East;Self-employed-.-Freelance;Apple
£20000-£29999;35-44;Male;South-West;Student-Or-Internship;Apple
£40000-£49999;55+;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Male;London;Student-Or-Internship;Apple
£30000-£39999;35-44;Male;South East;Retired;Apple
£10000-£14999;25-34;Male;Wales;Student-Or-Internship;Apple
£10000-£14999;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;West-Midlands;Student-Or-Internship;Apple
<£10000;55+;Male;South East;Permanent-Full-time-Employment;Apple
£40000-£49999;18-24;Male;London;Student-Or-Internship;Apple
£20000-£29999;35-44;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;South East;Temporary Work;Apple
£30000-£39999;55+;Female;Scotland;Without-Work;Apple
£20000-£29999;18-24;Male;London;Student-Or-Internship;Apple
£15000-£19999;45-54;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Female;Yorkshire;Self-employed-.-Freelance;Apple
£30000-£39999;25-34;Female;London;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;North West;Without-Work;Apple
£60000-£69999;55+;Female;West-Midlands;Permanent-Part-time-Employment;Apple
£50000-£59999;25-34;Male;Scotland;Permanent-Part-time-Employment;Apple
£40000-£49999;45-54;Female;London;Unable-to-Work;Apple
£15000-£19999;25-34;Female;Wales;Retired;Apple
<£10000;45-54;Female;South East;Retired;Apple
£60000-£69999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Female;North West;Permanent-Part-time-Employment;Apple
£10000-£14999;25-34;Male;East;House-Wife-Or;Apple
£20000-£29999;45-54;Male;South East;Without-Work;Apple
<£10000;55+;Female;South East;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Female;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;West-Midlands;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Female;South East;Self-employed-.-Freelance;Apple
£10000-£14999;18-24;Male;East Midlands;Retired;Apple
£20000-£29999;25-34;Female;Scotland;Permanent-Full-time-Employment;Apple
£30000-£39999;25-34;Male;North West;Permanent-Part-time-Employment;Apple
£20000-£29999;25-34;Male;Scotland;Unable-to-Work;Apple
£20000-£29999;35-44;Male;Yorkshire;Retired;Apple
£10000-£14999;55+;Female;South-West;Retired;Apple
<£10000;45-54;Male;Yorkshire;Permanent-Part-time-Employment;Apple
£30000-£39999;25-34;Female;London;House-Wife-Or;Apple
£10000-£14999;35-44;Female;South-West;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Female;West-Midlands;Permanent-Part-time-Employment;Apple
£15000-£19999;55+;Female;Yorkshire;Retired;Apple
£10000-£14999;55+;Male;Yorkshire;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;North-East;Retired;Apple
£70000-£99999;18-24;Female;London;Without-Work;Apple
£20000-£29999;18-24;Female;South-West;Self-employed-.-Freelance;Apple
<£10000;45-54;Male;East Midlands;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;45-54;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;Wales;Self-employed-.-Freelance;Apple
£20000-£29999;18-24;Male;Yorkshire;House-Wife-Or;Apple
£20000-£29999;55+;Male;Yorkshire;Retired;Apple
<£10000;25-34;Male;Yorkshire;Self-employed-.-Freelance;Apple
£30000-£39999;35-44;Male;North West;Without-Work;Apple
£10000-£14999;25-34;Male;East Midlands;Student-Or-Internship;Apple
£40000-£49999;45-54;Female;North West;Retired;Apple
<£10000;35-44;Female;East;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;West-Midlands;Without-Work;Apple
£20000-£29999;45-54;Female;South-West;Permanent-Part-time-Employment;Apple
£10000-£14999;18-24;Male;Scotland;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Female;London;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Male;North West;Unpaid-Employment;Apple
£40000-£49999;18-24;Male;Scotland;Permanent-Part-time-Employment;Apple
£20000-£29999;25-34;Female;Scotland;Permanent-Part-time-Employment;Apple
£20000-£29999;35-44;Male;Scotland;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;South-West;House-Wife-Or;Apple
£15000-£19999;35-44;Male;South East;Student-Or-Internship;Apple
£10000-£14999;25-34;Male;London;Without-Work;Apple
<£10000;45-54;Female;South-West;Retired;Apple
£15000-£19999;35-44;Male;South East;Retired;Apple
<£10000;25-34;Male;London;House-Wife-Or;Apple
£30000-£39999;35-44;Female;South East;Permanent-Full-time-Employment;Apple
£50000-£59999;35-44;Female;North-East;Retired;Apple
£10000-£14999;45-54;Male;South East;Self-employed-.-Freelance;Apple
£20000-£29999;18-24;Female;East;Self-employed-.-Freelance;Apple
£20000-£29999;25-34;Male;Scotland;Student-Or-Internship;Apple
<£10000;55+;Male;South East;Retired;Apple
£20000-£29999;45-54;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;25-34;Male;London;Permanent-Part-time-Employment;Apple
<£10000;18-24;Female;Scotland;Permanent-Full-time-Employment;Apple
£15000-£19999;18-24;Male;Yorkshire;Retired;Apple
£15000-£19999;35-44;Male;London;Self-employed-.-Freelance;Apple
<£10000;55+;Male;Wales;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Female;London;Permanent-Part-time-Employment;Apple
<£10000;25-34;Female;North West;Without-Work;Apple
£15000-£19999;25-34;Female;East;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;East;Permanent-Full-time-Employment;Apple
<£10000;35-44;Male;East Midlands;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Male;South-West;Retired;Apple
<£10000;18-24;Female;London;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;East Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;West-Midlands;House-Wife-Or;Apple
£30000-£39999;45-54;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Female;North-East;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;London;House-Wife-Or;Apple
£20000-£29999;55+;Male;North West;Retired;Apple
£40000-£49999;45-54;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Male;East Midlands;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£30000-£39999;18-24;Female;London;Permanent-Full-time-Employment;Apple
<£10000;55+;Female;Scotland;Retired;Apple
<£10000;55+;Male;South East;Retired;Apple
£10000-£14999;55+;Female;North West;Permanent-Full-time-Employment;Apple
£20000-£29999;35-44;Female;East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Female;London;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;West-Midlands;Without-Work;Apple
£10000-£14999;35-44;Female;Wales;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Male;Wales;Self-employed-.-Freelance;Apple
£10000-£14999;18-24;Female;East Midlands;House-Wife-Or;Apple
£20000-£29999;18-24;Male;London;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Female;East Midlands;Permanent-Part-time-Employment;Apple
£20000-£29999;18-24;Male;North West;Unable-to-Work;Apple
<£10000;35-44;Female;Yorkshire;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Male;South East;Permanent-Full-time-Employment;Apple
£15000-£19999;35-44;Female;East Midlands;Permanent-Full-time-Employment;Apple
<£10000;25-34;Female;North-East;Without-Work;Apple
<£10000;18-24;Female;London;Unpaid-Employment;Apple
£10000-£14999;35-44;Male;South-West;Permanent-Part-time-Employment;Apple
<£10000;25-34;Male;Scotland;Retired;Apple
£50000-£59999;35-44;Female;East;House-Wife-Or;Apple
£20000-£29999;18-24;Female;Wales;Student-Or-Internship;Apple
£20000-£29999;45-54;Female;London;Permanent-Part-time-Employment;Apple
£30000-£39999;18-24;Female;South East;Self-employed-.-Freelance;Apple
£10000-£14999;35-44;Female;South East;Permanent-Full-time-Employment;Apple
£30000-£39999;55+;Female;South East;Without-Work;Apple
£20000-£29999;18-24;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£10000-£14999;55+;Male;Wales;Permanent-Full-time-Employment;Apple
£40000-£49999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
£15000-£19999;55+;Male;South-West;Retired;Apple
£20000-£29999;25-34;Female;East;Retired;Apple
£40000-£49999;25-34;Male;South-West;Retired;Apple
£10000-£14999;35-44;Female;East;Student-Or-Internship;Apple
<£10000;18-24;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;London;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Male;Scotland;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;Scotland;Without-Work;Apple
£15000-£19999;18-24;Male;South East;Permanent-Full-time-Employment;Apple
£15000-£19999;18-24;Male;Scotland;House-Wife-Or;Apple
£40000-£49999;55+;Male;Yorkshire;Student-Or-Internship;Apple
£20000-£29999;35-44;Female;South East;Retired;Apple
£20000-£29999;45-54;Female;South-West;Temporary Work;Apple
£20000-£29999;18-24;Male;London;Self-employed-.-Freelance;Apple
<£10000;55+;Male;Scotland;Permanent-Part-time-Employment;Apple
£20000-£29999;45-54;Male;West-Midlands;Retired;Apple
£20000-£29999;25-34;Male;East;Retired;Apple
£20000-£29999;35-44;Female;North-East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;London;House-Wife-Or;Apple
£50000-£59999;45-54;Male;Scotland;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;South East;Without-Work;Apple
£20000-£29999;45-54;Male;East;Retired;Apple
£50000-£59999;55+;Male;South East;Permanent-Part-time-Employment;Apple
£15000-£19999;25-34;Female;South East;Without-Work;Apple
£15000-£19999;25-34;Male;Scotland;House-Wife-Or;Apple
£15000-£19999;18-24;Male;East Midlands;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Female;East Midlands;Self-employed-.-Freelance;Apple
<£10000;25-34;Female;London;Without-Work;Apple
£30000-£39999;55+;Female;London;Retired;Apple
£40000-£49999;35-44;Male;Wales;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;Yorkshire;Permanent-Part-time-Employment;Apple
£10000-£14999;25-34;Female;Yorkshire;House-Wife-Or;Apple
£10000-£14999;18-24;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Female;Wales;Permanent-Full-time-Employment;Apple
£10000-£14999;35-44;Male;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;18-24;Male;South East;Without-Work;Apple
<£10000;55+;Female;London;Permanent-Part-time-Employment;Apple
<£10000;35-44;Female;West-Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;London;House-Wife-Or;Apple
£15000-£19999;25-34;Female;Scotland;Self-employed-.-Freelance;Apple
£20000-£29999;35-44;Male;East;Permanent-Full-time-Employment;Apple
£50000-£59999;35-44;Female;North-East;Retired;Apple
<£10000;18-24;Female;South East;Permanent-Part-time-Employment;Apple
<£10000;45-54;Female;East;Unpaid-Employment;Apple
£40000-£49999;25-34;Female;West-Midlands;Student-Or-Internship;Apple
<£10000;45-54;Male;East Midlands;Unable-to-Work;Apple
£40000-£49999;55+;Male;East;Permanent-Full-time-Employment;Apple
<£10000;18-24;Male;London;Without-Work;Apple
£10000-£14999;55+;Female;London;Student-Or-Internship;Apple
<£10000;25-34;Male;South East;Retired;Apple
£20000-£29999;55+;Male;London;Permanent-Full-time-Employment;Apple
£15000-£19999;25-34;Male;London;Permanent-Part-time-Employment;Apple
£40000-£49999;55+;Female;Scotland;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Female;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;25-34;Male;North West;Self-employed-.-Freelance;Apple
<£10000;18-24;Male;London;Retired;Apple
£20000-£29999;25-34;Female;London;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;West-Midlands;Permanent-Full-time-Employment;Apple
<£10000;35-44;Male;East Midlands;Permanent-Part-time-Employment;Apple
£10000-£14999;18-24;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£15000-£19999;35-44;Female;South East;Retired;Apple
<£10000;45-54;Male;Scotland;Permanent-Part-time-Employment;Apple
<£10000;55+;Female;Wales;Student-Or-Internship;Apple
£20000-£29999;35-44;Male;Wales;Self-employed-.-Freelance;Apple
£10000-£14999;35-44;Female;North-East;Permanent-Full-time-Employment;Apple
£40000-£49999;35-44;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;55+;Male;South-West;Permanent-Full-time-Employment;Apple
£50000-£59999;25-34;Male;West-Midlands;Student-Or-Internship;Apple
£20000-£29999;25-34;Female;London;Permanent-Full-time-Employment;Apple
£15000-£19999;45-54;Male;East Midlands;Self-employed-.-Freelance;Apple
£60000-£69999;55+;Female;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;South-West;Permanent-Part-time-Employment;Apple
<£10000;45-54;Female;East;Permanent-Full-time-Employment;Apple
£30000-£39999;18-24;Male;North West;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;South East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;East Midlands;Retired;Apple
£20000-£29999;45-54;Male;East Midlands;Self-employed-.-Freelance;Apple
£15000-£19999;18-24;Female;South East;Self-employed-.-Freelance;Apple
£40000-£49999;35-44;Male;East;Self-employed-.-Freelance;Apple
£50000-£59999;45-54;Female;Yorkshire;Student-Or-Internship;Apple
£40000-£49999;25-34;Female;Yorkshire;Permanent-Full-time-Employment;Apple
<£10000;45-54;Male;North West;Permanent-Part-time-Employment;Apple
£30000-£39999;18-24;Male;London;Permanent-Full-time-Employment;Apple
£15000-£19999;55+;Male;Wales;House-Wife-Or;Apple
£20000-£29999;25-34;Male;London;Unpaid-Employment;Apple
£15000-£19999;45-54;Female;Wales;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;South East;Permanent-Part-time-Employment;Apple
£15000-£19999;35-44;Female;Yorkshire;Permanent-Part-time-Employment;Apple
£20000-£29999;25-34;Male;South East;Permanent-Part-time-Employment;Apple
£20000-£29999;55+;Male;Yorkshire;Permanent-Full-time-Employment;Apple
£50000-£59999;25-34;Male;Scotland;Permanent-Full-time-Employment;Apple
£30000-£39999;35-44;Male;West-Midlands;Retired;Apple
£15000-£19999;25-34;Female;London;Permanent-Part-time-Employment;Apple
£20000-£29999;35-44;Male;South East;Permanent-Part-time-Employment;Apple
<£10000;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Female;East Midlands;Student-Or-Internship;Apple
<£10000;18-24;Male;North West;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;East;Permanent-Full-time-Employment;Apple
<£10000;55+;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
£40000-£49999;55+;Male;North West;Permanent-Full-time-Employment;Apple
£10000-£14999;18-24;Male;West-Midlands;Permanent-Part-time-Employment;Apple
£20000-£29999;55+;Male;West-Midlands;Permanent-Full-time-Employment;Apple
£50000-£59999;25-34;Male;North West;Permanent-Full-time-Employment;Apple
£20000-£29999;25-34;Female;London;Permanent-Full-time-Employment;Apple
£30000-£39999;45-54;Male;Northern-Ireland;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;London;Permanent-Full-time-Employment;Apple
£50000-£59999;35-44;Female;South-West;Retired;Apple
£10000-£14999;18-24;Female;East;Without-Work;Apple
£30000-£39999;25-34;Female;Wales;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;Scotland;Without-Work;Apple
£20000-£29999;55+;Male;South-West;Permanent-Full-time-Employment;Apple
<£10000;18-24;Female;North West;Retired;Apple
£30000-£39999;25-34;Female;London;Retired;Apple
<£10000;45-54;Male;East;Retired;Apple
<£10000;55+;Male;South East;Unpaid-Employment;Apple
<£10000;55+;Male;South East;Permanent-Full-time-Employment;Apple
£40000-£49999;55+;Male;East;Permanent-Full-time-Employment;Apple
£20000-£29999;45-54;Male;East;Retired;Apple
<£10000;45-54;Female;East Midlands;Permanent-Part-time-Employment;Apple
