Income;Age;Sex;Region;Employment;Retailer
£20000-£29999;35-44;Female;London;Permanent-Part-time-Employment;Samsung
<£10000;45-54;Female;East-Midlands;Permanent-Full-time-Employment;Samsung
<£10000;35-44;Male;South-East;Permanent-Full-time-Employment;Samsung
£10000-£14999;55+;Female;Wales;Permanent-Part-time-Employment;Samsung
£15000-£19999;18-24;Male;South-East;Student-Or-Internship;Samsung
£20000-£29999;35-44;Male;Wales;Permanent-Full-time-Employment;Samsung
£15000-£19999;18-24;Female;South-East;Self-employed-.-Freelance;Samsung
£30000-£39999;25-34;Male;South-East;House-Wife-Or;Samsung
£10000-£14999;18-24;Female;Scotland;Without-Work;Samsung
£20000-£29999;25-34;Female;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;North-West;Permanent-Part-time-Employment;Samsung
£10000-£14999;55+;Female;North-West;Self-employed-.-Freelance;Samsung
£40000-£49999;35-44;Male;North-East;Retired;Samsung
£20000-£29999;45-54;Male;Northern-Ireland;Retired;Samsung
<£10000;25-34;Female;West-Midlands;Permanent-Full-time-Employment;Samsung
£10000-£14999;18-24;Female;East-Midlands;Unable-to-Work;Samsung
£40000-£49999;35-44;Female;North-West;Retired;Samsung
<£10000;35-44;Female;Northern-Ireland;Permanent-Part-time-Employment;Samsung
£10000-£14999;18-24;Female;South-East;House-Wife-Or;Samsung
£40000-£49999;55+;Male;Wales;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Male;London;Permanent-Part-time-Employment;Samsung
£15000-£19999;35-44;Female;North-West;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Female;Yorkshire;Permanent-Part-time-Employment;Samsung
£20000-£29999;45-54;Male;Yorkshire;Unable-to-Work;Samsung
£50000-£59999;25-34;Male;London;Self-employed-.-Freelance;Samsung
£40000-£49999;55+;Male;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;45-54;Male;London;Self-employed-.-Freelance;Samsung
£50000-£59999;45-54;Female;South-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Male;Northern-Ireland;Unable-to-Work;Samsung
£20000-£29999;45-54;Male;South-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Female;Wales;Retired;Samsung
£20000-£29999;25-34;Male;Scotland;House-Wife-Or;Samsung
£10000-£14999;25-34;Female;West-Midlands;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Male;North-West;Retired;Samsung
<£10000;25-34;Male;Scotland;Without-Work;Samsung
£50000-£59999;25-34;Male;South-East;Unable-to-Work;Samsung
£20000-£29999;18-24;Female;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;North-West;Permanent-Full-time-Employment;Samsung
£40000-£49999;25-34;Male;East-Midlands;Permanent-Full-time-Employment;Samsung
£40000-£49999;25-34;Male;East;Permanent-Full-time-Employment;Samsung
£15000-£19999;18-24;Male;Wales;Without-Work;Samsung
£30000-£39999;55+;Male;Scotland;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;East;Unable-to-Work;Samsung
£20000-£29999;35-44;Male;East;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Male;North-East;Without-Work;Samsung
£15000-£19999;55+;Male;London;Unable-to-Work;Samsung
£30000-£39999;18-24;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;South-East;Permanent-Full-time-Employment;Samsung
£50000-£59999;55+;Female;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Female;North-East;Permanent-Full-time-Employment;Samsung
£40000-£49999;35-44;Female;East-Midlands;Without-Work;Samsung
£30000-£39999;45-54;Female;South-East;Permanent-Part-time-Employment;Samsung
£40000-£49999;25-34;Female;West-Midlands;House-Wife-Or;Samsung
<£10000;45-54;Male;Yorkshire;Retired;Samsung
£15000-£19999;18-24;Male;Wales;Student-Or-Internship;Samsung
£20000-£29999;35-44;Female;North-West;Permanent-Full-time-Employment;Samsung
£10000-£14999;55+;Male;London;Self-employed-.-Freelance;Samsung
£20000-£29999;25-34;Female;South-West;Retired;Samsung
£50000-£59999;18-24;Male;South-West;Permanent-Part-time-Employment;Samsung
£40000-£49999;25-34;Female;North-West;Student-Or-Internship;Samsung
£15000-£19999;18-24;Male;South-East;Retired;Samsung
£40000-£49999;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;North-East;Self-employed-.-Freelance;Samsung
£15000-£19999;35-44;Male;Wales;Permanent-Part-time-Employment;Samsung
£50000-£59999;25-34;Male;East;Permanent-Full-time-Employment;Samsung
£15000-£19999;35-44;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£40000-£49999;55+;Male;Northern-Ireland;Without-Work;Samsung
£20000-£29999;35-44;Male;Wales;House-Wife-Or;Samsung
<£10000;55+;Female;London;Self-employed-.-Freelance;Samsung
£30000-£39999;45-54;Male;Wales;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;North-West;Student-Or-Internship;Samsung
£70000-£99999;55+;Male;Yorkshire;Retired;Samsung
£20000-£29999;25-34;Male;South-West;Student-Or-Internship;Samsung
£20000-£29999;55+;Female;South-East;Without-Work;Samsung
£20000-£29999;55+;Male;East;Retired;Samsung
<£10000;25-34;Female;South-East;House-Wife-Or;Samsung
£30000-£39999;25-34;Male;Wales;Unpaid-Employment;Samsung
<£10000;45-54;Male;South-West;Permanent-Full-time-Employment;Samsung
£15000-£19999;55+;Male;North-West;Retired;Samsung
£20000-£29999;25-34;Male;East;Unable-to-Work;Samsung
£15000-£19999;45-54;Male;North-East;Permanent-Part-time-Employment;Samsung
£15000-£19999;35-44;Female;East-Midlands;Self-employed-.-Freelance;Samsung
£20000-£29999;35-44;Female;South-East;Permanent-Full-time-Employment;Samsung
£10000-£14999;45-54;Male;North-East;Permanent-Part-time-Employment;Samsung
£15000-£19999;45-54;Male;London;Permanent-Full-time-Employment;Samsung
£10000-£14999;35-44;Male;South-West;House-Wife-Or;Samsung
£10000-£14999;55+;Female;East-Midlands;Self-employed-.-Freelance;Samsung
£30000-£39999;45-54;Female;Yorkshire;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Female;North-West;Permanent-Full-time-Employment;Samsung
<£10000;45-54;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£15000-£19999;35-44;Male;London;House-Wife-Or;Samsung
£10000-£14999;18-24;Female;East;Retired;Samsung
£40000-£49999;25-34;Male;East-Midlands;Temporary-Work;Samsung
£15000-£19999;45-54;Male;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;35-44;Male;South-East;Retired;Samsung
£50000-£59999;55+;Female;South-East;Retired;Samsung
£10000-£14999;25-34;Male;South-West;Permanent-Part-time-Employment;Samsung
<£10000;18-24;Male;Yorkshire;Unable-to-Work;Samsung
£10000-£14999;25-34;Male;North-West;Self-employed-.-Freelance;Samsung
£40000-£49999;55+;Male;North-West;Unable-to-Work;Samsung
£60000-£69999;25-34;Male;South-West;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Male;East-Midlands;House-Wife-Or;Samsung
£15000-£19999;55+;Male;East-Midlands;Retired;Samsung
£15000-£19999;45-54;Female;East;Permanent-Full-time-Employment;Samsung
<£10000;35-44;Male;East;Student-Or-Internship;Samsung
£50000-£59999;45-54;Male;Yorkshire;Without-Work;Samsung
£10000-£14999;18-24;Male;West-Midlands;Without-Work;Samsung
£40000-£49999;18-24;Female;London;Self-employed-.-Freelance;Samsung
<£10000;18-24;Male;East;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;North-West;Retired;Samsung
£20000-£29999;25-34;Male;Yorkshire;Retired;Samsung
£30000-£39999;25-34;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£10000-£14999;45-54;Male;West-Midlands;Retired;Samsung
£20000-£29999;35-44;Female;South-West;Retired;Samsung
£30000-£39999;55+;Female;North-West;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Female;South-East;Without-Work;Samsung
£20000-£29999;25-34;Male;East;Student-Or-Internship;Samsung
£20000-£29999;45-54;Male;North-West;Temporary-Work;Samsung
<£10000;18-24;Male;North-West;House-Wife-Or;Samsung
£50000-£59999;35-44;Female;North-East;Self-employed-.-Freelance;Samsung
£40000-£49999;25-34;Female;North-West;Student-Or-Internship;Samsung
£20000-£29999;45-54;Female;South-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;West-Midlands;House-Wife-Or;Samsung
£15000-£19999;18-24;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£40000-£49999;18-24;Female;Scotland;Retired;Samsung
£20000-£29999;45-54;Male;West-Midlands;Student-Or-Internship;Samsung
£20000-£29999;45-54;Male;Wales;Permanent-Full-time-Employment;Samsung
£50000-£59999;25-34;Female;London;Permanent-Full-time-Employment;Samsung
£50000-£59999;55+;Female;East-Midlands;Self-employed-.-Freelance;Samsung
£40000-£49999;35-44;Female;West-Midlands;Unable-to-Work;Samsung
£20000-£29999;45-54;Female;West-Midlands;Permanent-Full-time-Employment;Samsung
£40000-£49999;18-24;Female;London;Unable-to-Work;Samsung
£20000-£29999;18-24;Male;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;London;Permanent-Full-time-Employment;Samsung
£40000-£49999;25-34;Male;North-West;Retired;Samsung
£20000-£29999;55+;Female;South-West;Without-Work;Samsung
£20000-£29999;55+;Male;London;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Female;South-East;Retired;Samsung
£15000-£19999;18-24;Female;East;Student-Or-Internship;Samsung
£10000-£14999;18-24;Female;North-East;Retired;Samsung
£30000-£39999;55+;Male;Wales;Unable-to-Work;Samsung
<£10000;35-44;Female;North-West;Permanent-Full-time-Employment;Samsung
£20000-£29999;45-54;Female;East-Midlands;Retired;Samsung
<£10000;25-34;Male;Scotland;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Male;North-West;Permanent-Full-time-Employment;Samsung
£10000-£14999;25-34;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
<£10000;55+;Female;Yorkshire;Retired;Samsung
<£10000;55+;Female;East-Midlands;Student-Or-Internship;Samsung
£20000-£29999;25-34;Male;Yorkshire;Self-employed-.-Freelance;Samsung
£30000-£39999;18-24;Male;Wales;Permanent-Full-time-Employment;Samsung
£30000-£39999;55+;Male;London;Permanent-Part-time-Employment;Samsung
<£10000;18-24;Female;East-Midlands;Permanent-Part-time-Employment;Samsung
£15000-£19999;55+;Female;South-East;Self-employed-.-Freelance;Samsung
£15000-£19999;55+;Male;London;Permanent-Full-time-Employment;Samsung
£10000-£14999;35-44;Female;South-West;Retired;Samsung
£30000-£39999;55+;Female;South-East;Retired;Samsung
£20000-£29999;25-34;Female;South-West;Student-Or-Internship;Samsung
£40000-£49999;25-34;Female;South-East;Unable-to-Work;Samsung
£20000-£29999;45-54;Male;South-East;Permanent-Part-time-Employment;Samsung
£20000-£29999;35-44;Male;South-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;18-24;Male;London;Retired;Samsung
£40000-£49999;18-24;Male;South-West;Retired;Samsung
£20000-£29999;55+;Female;North-East;Permanent-Full-time-Employment;Samsung
£50000-£59999;25-34;Female;Wales;Self-employed-.-Freelance;Samsung
£50000-£59999;55+;Male;South-West;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Male;North-East;House-Wife-Or;Samsung
£10000-£14999;55+;Male;West-Midlands;Self-employed-.-Freelance;Samsung
£15000-£19999;25-34;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£15000-£19999;45-54;Female;London;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Female;West-Midlands;Unable-to-Work;Samsung
£40000-£49999;35-44;Male;East;Retired;Samsung
£10000-£14999;25-34;Female;Wales;Self-employed-.-Freelance;Samsung
£15000-£19999;45-54;Male;South-East;Permanent-Part-time-Employment;Samsung
£20000-£29999;45-54;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Female;East;Retired;Samsung
£10000-£14999;35-44;Male;North-West;Student-Or-Internship;Samsung
£10000-£14999;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£15000-£19999;55+;Male;East;Self-employed-.-Freelance;Samsung
£15000-£19999;45-54;Male;Wales;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;London;Student-Or-Internship;Samsung
£20000-£29999;25-34;Male;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;London;Permanent-Full-time-Employment;Samsung
£10000-£14999;25-34;Female;North-West;Self-employed-.-Freelance;Samsung
£10000-£14999;45-54;Female;South-East;Permanent-Full-time-Employment;Samsung
£10000-£14999;18-24;Female;London;House-Wife-Or;Samsung
£30000-£39999;55+;Male;South-East;Student-Or-Internship;Samsung
£15000-£19999;45-54;Female;Northern-Ireland;Unable-to-Work;Samsung
£30000-£39999;35-44;Male;North-West;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Female;South-West;Student-Or-Internship;Samsung
£15000-£19999;18-24;Female;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;35-44;Female;South-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Male;West-Midlands;House-Wife-Or;Samsung
£20000-£29999;35-44;Male;North-West;Retired;Samsung
£40000-£49999;55+;Male;Scotland;Self-employed-.-Freelance;Samsung
£30000-£39999;18-24;Male;North-West;House-Wife-Or;Samsung
£20000-£29999;18-24;Female;Northern-Ireland;House-Wife-Or;Samsung
£20000-£29999;25-34;Male;East-Midlands;Permanent-Full-time-Employment;Samsung
£15000-£19999;18-24;Female;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;Yorkshire;Student-Or-Internship;Samsung
£40000-£49999;25-34;Female;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;Yorkshire;Student-Or-Internship;Samsung
£15000-£19999;45-54;Male;South-East;Student-Or-Internship;Samsung
£20000-£29999;35-44;Male;West-Midlands;Permanent-Part-time-Employment;Samsung
£30000-£39999;55+;Male;North-West;Retired;Samsung
£30000-£39999;25-34;Male;Scotland;Student-Or-Internship;Samsung
£20000-£29999;18-24;Male;Wales;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;West-Midlands;Permanent-Part-time-Employment;Samsung
£30000-£39999;35-44;Male;South-West;Permanent-Full-time-Employment;Samsung
£50000-£59999;18-24;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;London;Permanent-Part-time-Employment;Samsung
£10000-£14999;18-24;Female;Yorkshire;Retired;Samsung
£10000-£14999;25-34;Male;Scotland;Retired;Samsung
£30000-£39999;55+;Male;Scotland;Unable-to-Work;Samsung
£30000-£39999;18-24;Female;North-West;Permanent-Full-time-Employment;Samsung
£70000-£99999;25-34;Female;West-Midlands;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Female;East-Midlands;Retired;Samsung
£30000-£39999;35-44;Male;North-West;Retired;Samsung
<£10000;55+;Male;South-East;Unpaid-Employment;Samsung
£15000-£19999;35-44;Female;Wales;Without-Work;Samsung
£10000-£14999;35-44;Male;South-East;Retired;Samsung
£30000-£39999;55+;Female;East;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Female;East;Retired;Samsung
£20000-£29999;45-54;Female;East-Midlands;Permanent-Full-time-Employment;Samsung
£10000-£14999;55+;Male;Scotland;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Female;West-Midlands;Without-Work;Samsung
£10000-£14999;35-44;Male;South-East;Self-employed-.-Freelance;Samsung
£15000-£19999;25-34;Female;Yorkshire;Retired;Samsung
£20000-£29999;25-34;Male;South-West;Retired;Samsung
£15000-£19999;35-44;Female;East;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Male;South-East;Without-Work;Samsung
<£10000;18-24;Female;London;Retired;Samsung
£20000-£29999;55+;Female;West-Midlands;Self-employed-.-Freelance;Samsung
£20000-£29999;35-44;Male;Yorkshire;Self-employed-.-Freelance;Samsung
£30000-£39999;55+;Female;North-East;Permanent-Full-time-Employment;Samsung
£40000-£49999;18-24;Female;East;House-Wife-Or;Samsung
£20000-£29999;35-44;Male;Yorkshire;Without-Work;Samsung
£30000-£39999;55+;Male;North-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;South-West;Temporary-Work;Samsung
£10000-£14999;45-54;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£40000-£49999;45-54;Male;Scotland;Self-employed-.-Freelance;Samsung
£10000-£14999;25-34;Male;East;Permanent-Part-time-Employment;Samsung
£10000-£14999;35-44;Female;North-West;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;East;Permanent-Part-time-Employment;Samsung
£20000-£29999;55+;Male;Scotland;Retired;Samsung
£10000-£14999;35-44;Male;North-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;55+;Male;Northern-Ireland;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;East-Midlands;Permanent-Part-time-Employment;Samsung
£10000-£14999;35-44;Male;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;Scotland;Permanent-Full-time-Employment;Samsung
£15000-£19999;35-44;Female;East-Midlands;Retired;Samsung
£20000-£29999;25-34;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
<£10000;25-34;Male;North-West;Permanent-Full-time-Employment;Samsung
£10000-£14999;55+;Female;North-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Female;West-Midlands;House-Wife-Or;Samsung
£10000-£14999;18-24;Male;Scotland;Unable-to-Work;Samsung
£30000-£39999;35-44;Male;London;Retired;Samsung
£30000-£39999;18-24;Female;West-Midlands;Permanent-Part-time-Employment;Samsung
£20000-£29999;18-24;Male;East-Midlands;Unpaid-Employment;Samsung
£30000-£39999;45-54;Male;London;Permanent-Full-time-Employment;Samsung
£40000-£49999;45-54;Male;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;South-East;Student-Or-Internship;Samsung
£10000-£14999;55+;Female;East-Midlands;Without-Work;Samsung
£50000-£59999;55+;Female;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;55+;Female;South-East;Self-employed-.-Freelance;Samsung
£30000-£39999;25-34;Female;London;Without-Work;Samsung
£50000-£59999;55+;Male;South-West;Retired;Samsung
£20000-£29999;45-54;Female;Yorkshire;Student-Or-Internship;Samsung
£20000-£29999;45-54;Female;Scotland;Permanent-Part-time-Employment;Samsung
£40000-£49999;25-34;Female;London;Self-employed-.-Freelance;Samsung
£15000-£19999;55+;Male;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£10000-£14999;25-34;Male;North-West;Without-Work;Samsung
£30000-£39999;35-44;Male;Wales;Unable-to-Work;Samsung
£40000-£49999;35-44;Female;Scotland;Permanent-Full-time-Employment;Samsung
£60000-£69999;55+;Female;London;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Female;Wales;Permanent-Full-time-Employment;Samsung
£10000-£14999;18-24;Male;East-Midlands;Retired;Samsung
£30000-£39999;45-54;Male;London;Permanent-Part-time-Employment;Samsung
£10000-£14999;55+;Male;East-Midlands;Permanent-Full-time-Employment;Samsung
£30000-£39999;55+;Male;North-West;Retired;Samsung
£30000-£39999;18-24;Male;North-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;North-West;Permanent-Full-time-Employment;Samsung
£50000-£59999;35-44;Male;South-East;Unable-to-Work;Samsung
£20000-£29999;45-54;Male;South-East;Unable-to-Work;Samsung
£40000-£49999;25-34;Female;West-Midlands;Self-employed-.-Freelance;Samsung
£20000-£29999;25-34;Female;South-East;Permanent-Full-time-Employment;Samsung
<£10000;25-34;Male;Scotland;Permanent-Full-time-Employment;Samsung
£50000-£59999;35-44;Male;North-West;Permanent-Full-time-Employment;Samsung
£10000-£14999;25-34;Male;North-West;Permanent-Full-time-Employment;Samsung
£10000-£14999;25-34;Female;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;South-West;Permanent-Full-time-Employment;Samsung
£15000-£19999;45-54;Female;East;Permanent-Full-time-Employment;Samsung
<£10000;25-34;Male;London;Permanent-Full-time-Employment;Samsung
£10000-£14999;55+;Female;Yorkshire;Self-employed-.-Freelance;Samsung
<£10000;55+;Male;East;Student-Or-Internship;Samsung
£30000-£39999;35-44;Female;South-East;Permanent-Part-time-Employment;Samsung
£10000-£14999;18-24;Male;South-East;Unable-to-Work;Samsung
£30000-£39999;35-44;Female;Yorkshire;Retired;Samsung
£15000-£19999;18-24;Female;East-Midlands;Without-Work;Samsung
£30000-£39999;55+;Female;Wales;Permanent-Full-time-Employment;Samsung
£15000-£19999;35-44;Male;South-East;Retired;Samsung
£30000-£39999;55+;Female;East-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;South-West;Permanent-Full-time-Employment;Samsung
£15000-£19999;18-24;Female;North-East;Self-employed-.-Freelance;Samsung
£30000-£39999;45-54;Female;Scotland;Unable-to-Work;Samsung
£15000-£19999;35-44;Male;North-West;Self-employed-.-Freelance;Samsung
£15000-£19999;55+;Female;East;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Male;South-East;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£10000-£14999;35-44;Male;North-West;Retired;Samsung
£40000-£49999;18-24;Male;South-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;55+;Female;North-West;Retired;Samsung
£20000-£29999;18-24;Male;East-Midlands;Student-Or-Internship;Samsung
£40000-£49999;45-54;Male;East-Midlands;Student-Or-Internship;Samsung
£20000-£29999;45-54;Male;North-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;North-West;Permanent-Full-time-Employment;Samsung
£15000-£19999;18-24;Female;East;Permanent-Part-time-Employment;Samsung
£30000-£39999;55+;Female;East;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Male;East;Unable-to-Work;Samsung
£50000-£59999;35-44;Male;London;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;West-Midlands;Retired;Samsung
£40000-£49999;18-24;Male;Scotland;House-Wife-Or;Samsung
<£10000;55+;Male;Scotland;Without-Work;Samsung
£10000-£14999;25-34;Female;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;East-Midlands;Unpaid-Employment;Samsung
<£10000;35-44;Female;North-East;Permanent-Part-time-Employment;Samsung
£20000-£29999;25-34;Male;East;Unpaid-Employment;Samsung
£20000-£29999;35-44;Female;East;Student-Or-Internship;Samsung
<£10000;55+;Female;South-East;Retired;Samsung
£20000-£29999;55+;Female;North-West;Permanent-Full-time-Employment;Samsung
<£10000;55+;Male;South-East;House-Wife-Or;Samsung
£20000-£29999;18-24;Female;Scotland;Student-Or-Internship;Samsung
£20000-£29999;35-44;Female;Scotland;Unable-to-Work;Samsung
£20000-£29999;35-44;Male;East;Retired;Samsung
<£10000;25-34;Female;South-West;Retired;Samsung
£50000-£59999;45-54;Male;Yorkshire;Unpaid-Employment;Samsung
£10000-£14999;18-24;Male;Wales;Without-Work;Samsung
£70000-£99999;18-24;Male;London;Student-Or-Internship;Samsung
£20000-£29999;25-34;Female;North-East;Permanent-Full-time-Employment;Samsung
£30000-£39999;45-54;Male;London;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Female;South-East;Permanent-Full-time-Employment;Samsung
<£10000;35-44;Male;East;Unable-to-Work;Samsung
£30000-£39999;55+;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£30000-£39999;35-44;Female;North-West;Permanent-Full-time-Employment;Samsung
£30000-£39999;55+;Male;South-East;Permanent-Full-time-Employment;Samsung
<£10000;18-24;Female;Yorkshire;Student-Or-Internship;Samsung
£50000-£59999;55+;Male;Yorkshire;Permanent-Part-time-Employment;Samsung
£20000-£29999;45-54;Female;East;Permanent-Part-time-Employment;Samsung
£20000-£29999;18-24;Male;South-East;Without-Work;Samsung
<£10000;25-34;Female;Wales;Permanent-Full-time-Employment;Samsung
£40000-£49999;25-34;Female;South-West;House-Wife-Or;Samsung
£15000-£19999;55+;Male;North-West;Permanent-Full-time-Employment;Samsung
£50000-£59999;18-24;Male;London;Permanent-Full-time-Employment;Samsung
£50000-£59999;55+;Female;West-Midlands;Student-Or-Internship;Samsung
£50000-£59999;25-34;Male;London;Temporary-Work;Samsung
£50000-£59999;18-24;Female;East;House-Wife-Or;Samsung
£20000-£29999;18-24;Male;East-Midlands;House-Wife-Or;Samsung
£30000-£39999;45-54;Male;Yorkshire;Permanent-Full-time-Employment;Samsung
£20000-£29999;55+;Male;North-West;Unable-to-Work;Samsung
£70000-£99999;45-54;Female;Wales;House-Wife-Or;Samsung
£40000-£49999;45-54;Male;South-East;Permanent-Part-time-Employment;Samsung
<£10000;55+;Male;London;House-Wife-Or;Samsung
£15000-£19999;35-44;Male;West-Midlands;House-Wife-Or;Samsung
£20000-£29999;18-24;Male;East-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;South-East;Student-Or-Internship;Samsung
<£10000;35-44;Female;East-Midlands;Self-employed-.-Freelance;Samsung
£20000-£29999;45-54;Male;West-Midlands;Permanent-Part-time-Employment;Samsung
£20000-£29999;25-34;Male;North-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Female;Wales;Permanent-Full-time-Employment;Samsung
£40000-£49999;35-44;Male;South-West;Permanent-Full-time-Employment;Samsung
£30000-£39999;25-34;Male;East;Retired;Samsung
<£10000;35-44;Male;West-Midlands;Permanent-Full-time-Employment;Samsung
£20000-£29999;25-34;Male;West-Midlands;Retired;Samsung
£20000-£29999;25-34;Female;East;Self-employed-.-Freelance;Samsung
£50000-£59999;35-44;Male;North-West;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Male;London;Permanent-Part-time-Employment;Samsung
£30000-£39999;25-34;Male;East;Retired;Samsung
£15000-£19999;25-34;Male;Northern-Ireland;Self-employed-.-Freelance;Samsung
£50000-£59999;45-54;Male;Scotland;Without-Work;Samsung
<£10000;45-54;Male;West-Midlands;Retired;Samsung
£10000-£14999;55+;Male;East;Unable-to-Work;Samsung
£10000-£14999;25-34;Male;North-West;Permanent-Full-time-Employment;Samsung
£20000-£29999;18-24;Female;South-East;Student-Or-Internship;Samsung
£30000-£39999;35-44;Female;South-West;Permanent-Full-time-Employment;Samsung
£15000-£19999;25-34;Male;South-East;Permanent-Full-time-Employment;Samsung
£20000-£29999;35-44;Male;South-West;House-Wife-Or;Samsung
£50000-£59999;18-24;Male;Wales;Temporary-Work;Samsung
£50000-£59999;18-24;Male;London;Retired;Samsung
£50000-£59999;18-24;Male;East;House-Wife-Or;Samsung
£20000-£29999;35-44;Female;South-East;Retired;Samsung
£20000-£29999;35-44;Male;Scotland;Unable-to-Work;Samsung
£15000-£19999;45-54;Male;Yorkshire;Self-employed-.-Freelance;Samsung
£40000-£49999;45-54;Male;East;Retired;Samsung
£20000-£29999;45-54;Male;Yorkshire;Student-Or-Internship;Samsung
£15000-£19999;25-34;Female;East;Permanent-Part-time-Employment;Samsung
£30000-£39999;55+;Male;Yorkshire;Retired;Samsung
£50000-£59999;45-54;Female;Yorkshire;Self-employed-.-Freelance;Samsung
£20000-£29999;55+;Female;West-Midlands;House-Wife-Or;Samsung
£40000-£49999;18-24;Male;North-West;Permanent-Part-time-Employment;Samsung
<£10000;55+;Female;South-East;Self-employed-.-Freelance;Samsung
